udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_k
8139,L,1356,54.9,72,No Failure,11.300000000000011
8140,L,1571,38.2,74,No Failure,11.300000000000011
8141,L,1658,28.0,76,No Failure,11.299999999999955
8142,L,1393,49.9,78,No Failure,11.199999999999989
8143,M,1448,49.8,80,No Failure,11.300000000000011
8144,L,1477,40.4,83,No Failure,11.199999999999989
8146,M,1685,32.1,88,No Failure,11.199999999999989
8148,L,1447,41.0,93,No Failure,11.300000000000011
8149,M,1488,39.5,95,No Failure,11.199999999999989
8150,M,1427,50.4,98,No Failure,11.199999999999989
8151,M,1424,41.3,101,No Failure,11.199999999999989
8152,L,1472,40.9,104,No Failure,11.199999999999989
8153,L,1438,45.7,106,No Failure,11.199999999999989
8154,L,1507,42.4,108,No Failure,11.199999999999989
8157,L,1644,30.9,114,No Failure,11.199999999999989
8158,L,1498,46.9,116,No Failure,11.199999999999989
8159,L,1400,40.8,118,No Failure,11.199999999999989
8161,M,1618,30.3,125,No Failure,11.400000000000034
8162,H,1714,30.2,128,No Failure,11.399999999999977
8167,L,1603,31.4,141,No Failure,11.400000000000034
8168,H,1353,47.1,143,No Failure,11.400000000000034
8169,L,1690,30.6,148,No Failure,11.400000000000034
8170,M,1745,26.3,150,No Failure,11.399999999999977
8171,L,1522,45.7,153,No Failure,11.400000000000034
8173,L,1596,28.9,160,No Failure,11.5
8175,L,1371,52.3,167,No Failure,11.400000000000034
8177,L,1564,40.0,172,No Failure,11.399999999999977
8178,L,1439,44.9,174,No Failure,11.400000000000034
8179,L,1352,52.1,176,No Failure,11.5
8180,L,1560,35.4,178,No Failure,11.5
8181,M,1616,42.3,180,No Failure,11.5
8182,L,1835,23.7,183,No Failure,11.5
8183,M,1649,32.7,185,No Failure,11.400000000000034
8184,L,1452,47.3,188,No Failure,11.300000000000011
8185,L,2144,17.7,190,No Failure,11.300000000000011
8186,L,1554,41.0,192,No Failure,11.400000000000034
8188,L,1448,46.3,196,No Failure,11.299999999999955
8191,M,1620,37.2,203,No Failure,11.199999999999989
8193,L,1229,65.2,209,Overstrain Failure,11.299999999999955
8195,L,1426,45.7,213,No Failure,11.300000000000011
8198,M,1492,45.7,219,No Failure,11.300000000000011
8199,M,1374,48.9,222,No Failure,11.399999999999977
8200,L,1737,27.0,225,Tool Wear Failure,11.5
8201,L,1426,42.4,0,No Failure,11.5
8202,M,1826,25.1,2,No Failure,11.599999999999966
8203,L,1669,32.4,5,No Failure,11.599999999999966
8204,M,1473,40.1,7,No Failure,11.5
8207,L,1483,43.5,15,No Failure,11.5
8208,L,1535,42.6,17,No Failure,11.5
8210,L,1391,46.9,21,No Failure,11.5
8212,L,1675,33.3,28,No Failure,11.400000000000034
8214,M,1548,33.5,35,No Failure,11.300000000000011
8218,L,1577,37.1,44,No Failure,11.5
8220,L,1504,34.3,48,No Failure,11.399999999999977
8221,M,1551,35.2,50,No Failure,11.400000000000034
8224,L,1329,54.9,58,No Failure,11.399999999999977
8226,L,1532,36.6,62,No Failure,11.399999999999977
8227,L,1389,61.4,64,No Failure,11.399999999999977
8228,M,1524,51.4,66,No Failure,11.299999999999955
8230,L,1739,27.4,72,No Failure,11.399999999999977
8231,L,1736,26.9,74,No Failure,11.399999999999977
8232,L,1419,48.8,76,No Failure,11.399999999999977
8234,M,1449,43.2,80,No Failure,11.5
8236,M,1443,50.9,85,No Failure,11.400000000000034
8237,L,1498,41.1,88,No Failure,11.400000000000034
8240,L,1339,49.6,94,No Failure,11.399999999999977
8241,L,1483,41.5,96,No Failure,11.399999999999977
8242,M,2099,20.0,98,No Failure,11.300000000000011
8243,M,1689,29.7,101,No Failure,11.300000000000011
8244,H,1369,54.5,104,No Failure,11.299999999999955
8245,L,1512,38.8,109,No Failure,11.399999999999977
8246,M,1303,68.6,111,Power Failure,11.300000000000011
8247,L,1552,39.9,114,No Failure,11.300000000000011
8248,L,1713,28.0,116,No Failure,11.399999999999977
8249,L,1456,44.1,118,No Failure,11.400000000000034
8250,L,1524,39.8,120,No Failure,11.399999999999977
8251,M,1394,45.2,122,No Failure,11.399999999999977
8253,L,1565,36.1,127,No Failure,11.399999999999977
8255,M,1625,37.1,131,No Failure,11.399999999999977
8256,L,1606,31.1,134,No Failure,11.399999999999977
8257,H,1336,56.8,136,No Failure,11.5
8258,M,1587,34.2,141,No Failure,11.600000000000023
8259,L,1602,39.7,144,No Failure,11.5
8261,H,1332,48.0,148,No Failure,11.5
8263,L,1921,23.9,158,No Failure,11.5
8264,H,1704,30.6,160,No Failure,11.400000000000034
8265,M,1397,49.5,165,No Failure,11.5
8266,H,1791,28.0,168,No Failure,11.5
8268,L,1540,36.3,175,No Failure,11.5
8269,M,1502,39.8,177,No Failure,11.600000000000023
8270,H,1761,30.4,180,No Failure,11.600000000000023
8272,L,1309,51.1,188,No Failure,11.599999999999966
8273,L,1363,52.6,190,No Failure,11.700000000000045
8274,M,1787,22.2,192,No Failure,11.600000000000023
8276,M,1720,25.3,197,No Failure,11.700000000000045
8277,L,1384,52.8,200,No Failure,11.699999999999989
8279,L,1464,46.4,207,No Failure,11.699999999999989
8284,H,1615,33.0,221,No Failure,11.700000000000045
8285,L,1651,33.3,0,No Failure,11.800000000000011
8286,L,1387,52.7,2,No Failure,11.700000000000045
8287,M,1678,32.8,4,No Failure,11.699999999999989
8288,L,1585,38.1,7,No Failure,11.700000000000045
8290,L,1406,43.8,12,No Failure,11.700000000000045
8291,M,1679,35.8,14,No Failure,11.700000000000045
8292,L,1717,26.9,17,No Failure,11.600000000000023
8293,H,1429,39.9,19,No Failure,11.600000000000023
8298,M,1595,33.1,34,No Failure,11.399999999999977
8299,H,1435,45.6,37,No Failure,11.400000000000034
8300,L,1637,31.8,42,No Failure,11.300000000000011
8302,M,1644,34.1,46,No Failure,11.400000000000034
8303,L,1641,31.1,49,No Failure,11.400000000000034
8305,M,1506,50.7,53,No Failure,11.400000000000034
8306,H,1380,44.0,56,No Failure,11.300000000000011
8307,M,1549,42.5,61,No Failure,11.400000000000034
8308,M,1402,69.7,64,Power Failure,11.400000000000034
8309,L,1401,45.3,67,No Failure,11.400000000000034
8310,M,1459,40.2,69,No Failure,11.300000000000011
8311,L,1465,39.7,72,No Failure,11.199999999999989
8312,M,1295,52.7,74,No Failure,11.199999999999989
8314,M,1484,44.9,80,No Failure,11.199999999999989
8315,L,1739,30.6,83,No Failure,11.099999999999966
8316,H,1422,40.7,85,No Failure,11.100000000000023
8317,L,1463,40.0,90,No Failure,11.0
8318,L,1667,30.4,92,No Failure,11.0
8319,H,1565,39.3,94,No Failure,11.0
8320,L,1393,45.7,99,No Failure,11.0
8321,M,1453,47.7,101,No Failure,10.899999999999977
8325,M,1394,46.0,113,No Failure,10.800000000000011
8326,M,1500,38.8,116,No Failure,10.800000000000011
8328,M,1254,57.1,124,No Failure,10.900000000000034
8330,L,1424,49.6,129,No Failure,10.899999999999977
8332,M,1392,48.7,133,No Failure,10.899999999999977
8333,L,1529,44.0,136,No Failure,10.899999999999977
8334,M,1477,48.5,138,No Failure,10.899999999999977
8335,M,1459,47.3,141,No Failure,10.899999999999977
8337,L,1449,48.8,147,No Failure,10.800000000000011
8338,M,1589,35.3,149,No Failure,10.899999999999977
8339,L,1740,28.5,152,No Failure,10.899999999999977
8340,M,1499,40.3,154,No Failure,10.899999999999977
8342,L,1751,29.6,160,No Failure,10.899999999999977
8343,L,1510,40.6,162,No Failure,11.0
8344,H,1437,48.2,164,No Failure,11.0
8346,H,1490,35.9,171,No Failure,11.0
8348,L,1665,31.1,178,No Failure,10.900000000000034
8349,M,1452,42.7,180,No Failure,10.900000000000034
8350,M,1487,33.6,183,No Failure,10.800000000000011
8351,M,1382,48.1,186,No Failure,10.900000000000034
8353,L,1491,36.9,192,No Failure,11.0
8355,L,1390,50.3,196,No Failure,11.0
8356,L,1502,46.7,198,No Failure,10.900000000000034
8357,M,1344,59.4,200,No Failure,11.0
8359,L,1547,37.4,0,No Failure,11.0
8360,M,1525,42.4,2,No Failure,11.0
8362,L,1450,44.3,7,No Failure,10.899999999999977
8363,L,1353,62.5,9,No Failure,11.0
8369,L,1534,42.1,23,No Failure,10.900000000000034
8370,L,1953,20.6,25,No Failure,10.899999999999977
8372,L,1881,21.7,29,No Failure,11.0
8373,M,1448,44.8,31,No Failure,10.899999999999977
8374,M,1362,50.5,34,No Failure,11.0
8375,L,1225,63.4,37,No Failure,10.899999999999977
8377,L,1334,49.3,42,No Failure,11.0
8380,L,1629,31.9,49,No Failure,11.099999999999966
8381,L,1776,25.7,51,No Failure,11.100000000000023
8382,H,1530,38.3,53,No Failure,11.199999999999989
8383,L,1719,27.3,58,No Failure,11.100000000000023
8384,M,1495,35.2,60,No Failure,11.099999999999966
8385,L,1450,43.1,63,No Failure,10.899999999999977
8386,H,1563,38.8,65,No Failure,11.0
8387,M,1501,37.1,70,No Failure,11.0
8388,L,1351,47.2,73,No Failure,11.099999999999966
8390,L,1525,39.7,77,No Failure,11.099999999999966
8391,M,1288,61.9,79,No Failure,11.0
8393,M,1502,39.4,84,No Failure,11.100000000000023
8395,M,1566,38.1,89,No Failure,10.899999999999977
8396,M,1483,44.8,92,No Failure,11.0
8397,H,1593,33.3,95,No Failure,11.0
8398,L,1724,26.4,100,No Failure,11.100000000000023
8399,L,2617,12.1,102,Power Failure,11.199999999999989
8400,L,1294,59.4,104,No Failure,11.099999999999966
8401,L,1533,40.7,106,No Failure,11.0
8402,H,1671,31.8,108,No Failure,10.899999999999977
8403,L,1370,52.4,113,No Failure,11.0
8404,L,1462,45.1,115,No Failure,11.100000000000023
8405,L,1545,36.6,117,No Failure,11.100000000000023
8406,M,1484,41.7,119,No Failure,11.100000000000023
8408,L,1357,50.1,125,No Failure,11.100000000000023
8409,M,1572,33.0,127,No Failure,11.100000000000023
8410,L,1861,26.9,130,No Failure,11.100000000000023
8411,L,1548,44.5,132,No Failure,11.0
8412,L,1496,37.7,134,No Failure,11.199999999999989
8415,L,1842,20.1,142,No Failure,11.199999999999989
8416,M,1434,53.0,144,No Failure,11.199999999999989
8417,M,1585,31.3,147,No Failure,11.300000000000011
8418,H,1704,30.7,150,No Failure,11.300000000000011
8419,L,1971,23.2,155,No Failure,11.300000000000011
8420,L,1431,39.9,157,No Failure,11.300000000000011
8422,L,1496,36.3,161,No Failure,11.400000000000034
8423,H,1243,63.0,163,No Failure,11.400000000000034
8425,L,1380,44.7,170,No Failure,11.5
8426,L,1567,38.4,172,No Failure,11.400000000000034
8427,L,1628,35.9,174,No Failure,11.399999999999977
8428,L,1505,46.1,176,No Failure,11.299999999999955
8429,M,1827,28.0,178,No Failure,11.300000000000011
8433,L,1537,39.9,190,No Failure,11.199999999999989
8434,M,1501,48.7,192,No Failure,11.300000000000011
8435,M,1654,29.1,195,No Failure,11.199999999999989
8436,M,1519,38.1,198,No Failure,11.300000000000011
8437,L,1371,51.3,201,No Failure,11.199999999999989
8438,L,1181,65.9,203,Overstrain Failure,11.100000000000023
8440,L,1637,34.6,207,No Failure,11.199999999999989
8442,L,1630,30.6,2,No Failure,11.299999999999955
8443,L,1517,39.0,4,No Failure,11.399999999999977
8446,M,1541,36.9,12,No Failure,11.399999999999977
8448,L,1439,49.9,17,No Failure,11.5
8449,L,1492,41.2,19,No Failure,11.5
8451,L,1559,44.2,23,No Failure,11.600000000000023
8452,L,1435,42.5,25,No Failure,11.5
8453,M,1512,37.5,27,No Failure,11.399999999999977
8456,L,1356,59.5,34,No Failure,11.299999999999955
8457,L,1556,38.6,36,No Failure,11.299999999999955
8458,L,1393,45.5,38,No Failure,11.299999999999955
8459,L,1753,26.8,40,No Failure,11.199999999999989
8460,L,1651,29.5,42,No Failure,11.199999999999989
8461,L,1372,54.7,44,No Failure,11.199999999999989
8463,M,1501,44.7,48,No Failure,11.100000000000023
8464,M,1411,45.1,51,No Failure,11.199999999999989
8465,H,1672,27.5,54,No Failure,11.099999999999966
8466,M,1475,40.5,59,No Failure,11.100000000000023
8467,L,1469,38.4,62,No Failure,11.100000000000023
8469,H,1463,39.1,66,No Failure,11.099999999999966
8470,M,1280,64.1,71,No Failure,11.099999999999966
8471,L,1464,38.0,74,No Failure,11.199999999999989
8473,L,1634,37.8,78,No Failure,11.199999999999989
8474,M,1430,43.1,80,No Failure,11.199999999999989
8475,M,1523,44.6,83,No Failure,11.199999999999989
8476,M,1557,37.7,86,No Failure,11.199999999999989
8478,H,1579,33.5,91,No Failure,11.100000000000023
8479,M,1354,60.8,96,No Failure,11.199999999999989
8483,L,1520,38.1,106,No Failure,11.100000000000023
8484,L,1618,31.5,108,No Failure,11.099999999999966
8486,L,1450,47.9,112,No Failure,11.100000000000023
8487,M,1501,40.2,114,No Failure,11.0
8488,L,1392,50.1,117,No Failure,11.0
8489,L,1385,43.2,119,No Failure,11.0
8490,L,1461,46.3,121,No Failure,11.0
8493,M,1514,38.8,128,No Failure,11.100000000000023
8494,M,1560,36.9,131,No Failure,11.199999999999989
8496,L,1668,27.1,136,No Failure,11.099999999999966
8497,M,1816,22.6,138,No Failure,11.099999999999966
8498,M,1509,34.2,141,No Failure,11.099999999999966
8499,L,1479,37.8,144,No Failure,11.200000000000045
8500,L,1655,30.2,146,No Failure,11.200000000000045
8501,L,1711,30.3,148,No Failure,11.199999999999989
8502,L,1581,34.6,150,No Failure,11.300000000000011
8509,M,1679,33.3,167,No Failure,11.300000000000011
8512,L,1457,44.2,175,No Failure,11.300000000000011
8515,L,1447,47.1,185,No Failure,11.199999999999989
8516,L,1443,45.4,187,No Failure,11.199999999999989
8517,L,1527,30.9,189,No Failure,11.300000000000011
8518,M,1469,54.8,191,No Failure,11.300000000000011
8521,M,1543,49.9,199,No Failure,11.199999999999989
8522,L,1376,50.4,202,No Failure,11.100000000000023
8524,H,1529,41.7,5,No Failure,11.0
8526,L,1378,52.3,12,No Failure,11.099999999999966
8527,L,1401,51.9,14,No Failure,11.0
8528,L,1531,37.4,16,No Failure,10.900000000000034
8529,L,1512,35.8,18,No Failure,10.900000000000034
8532,L,1449,46.5,26,No Failure,10.699999999999989
8533,L,1315,55.5,28,No Failure,10.799999999999955
8536,L,1547,44.8,36,No Failure,10.899999999999977
8538,L,1730,30.2,41,No Failure,10.899999999999977
8539,L,1548,37.7,43,No Failure,10.899999999999977
8540,L,1517,40.2,45,No Failure,10.899999999999977
8541,L,1687,29.3,47,No Failure,10.899999999999977
8542,L,1738,25.2,49,No Failure,11.0
8543,H,1512,35.3,51,No Failure,11.0
8545,H,2011,21.0,59,No Failure,10.899999999999977
8547,L,1716,28.4,66,No Failure,10.900000000000034
8549,L,1578,36.3,71,No Failure,10.899999999999977
8550,L,1558,37.2,73,No Failure,11.0
8552,M,1457,49.0,77,No Failure,10.900000000000034
8553,L,1467,44.5,80,No Failure,10.900000000000034
8554,M,1661,38.2,82,No Failure,10.899999999999977
8555,L,1592,33.9,85,No Failure,10.899999999999977
8557,L,1489,40.6,89,No Failure,10.800000000000011
8558,L,1471,48.3,91,No Failure,10.699999999999989
8560,L,1519,40.0,96,No Failure,10.699999999999989
8561,L,1408,45.4,98,No Failure,10.699999999999989
8563,L,1351,52.4,102,No Failure,10.799999999999955
8567,M,1751,26.6,111,No Failure,10.800000000000011
8568,L,1511,45.8,114,No Failure,10.699999999999989
8569,L,1691,29.6,116,No Failure,10.700000000000045
8570,L,1757,27.5,118,No Failure,10.700000000000045
8572,L,2262,15.7,125,No Failure,10.700000000000045
8573,M,1559,35.2,127,No Failure,10.800000000000011
8574,L,1626,32.4,130,No Failure,10.799999999999955
8575,L,1424,53.9,132,No Failure,10.699999999999989
8576,M,1648,29.1,134,No Failure,10.699999999999989
8579,L,1489,40.7,141,No Failure,10.699999999999989
8580,M,1620,31.2,143,No Failure,10.700000000000045
8581,L,1631,30.6,146,No Failure,10.600000000000023
8582,M,1429,45.8,148,No Failure,10.5
8583,M,1334,72.0,151,Power Failure,10.600000000000023
8584,L,1423,38.0,154,No Failure,10.600000000000023
8585,L,1390,47.7,156,No Failure,10.5
8586,M,1338,48.5,158,No Failure,10.5
8587,H,1461,37.5,161,No Failure,10.599999999999966
8589,L,1385,44.4,169,No Failure,10.5
8591,L,1557,35.5,174,No Failure,10.5
8592,L,1606,33.4,176,No Failure,10.5
8595,L,1356,51.9,184,No Failure,10.600000000000023
8596,M,1624,30.9,186,No Failure,10.699999999999989
8597,L,1327,56.5,189,No Failure,10.699999999999989
8599,L,1478,42.3,193,No Failure,10.699999999999989
8601,L,1435,40.3,197,No Failure,10.800000000000011
8602,H,1359,46.9,199,No Failure,10.800000000000011
8604,H,1384,49.1,206,No Failure,10.699999999999989
8605,L,1297,52.1,211,No Failure,10.800000000000011
8608,L,1433,50.0,218,No Failure,10.899999999999977
8609,L,1369,50.6,220,Overstrain Failure,11.0
8610,L,1475,40.5,222,Tool Wear Failure,10.900000000000034
8612,L,1472,45.5,2,No Failure,10.900000000000034
8613,L,1441,44.5,4,No Failure,10.899999999999977
8614,M,1401,50.5,6,No Failure,11.0
8615,L,1691,33.1,9,No Failure,11.0
8616,L,1382,47.1,11,No Failure,11.0
8617,L,1355,46.4,13,No Failure,11.0
8618,L,1529,45.3,15,No Failure,11.0
8619,L,1829,24.9,17,No Failure,11.0
8620,H,1480,39.8,19,No Failure,11.0
8622,M,1431,52.6,26,No Failure,10.899999999999977
8624,M,1476,45.6,31,No Failure,10.800000000000011
8625,H,1490,39.7,34,No Failure,10.899999999999977
8626,L,1632,33.5,39,No Failure,10.900000000000034
8627,L,1402,49.7,41,No Failure,10.800000000000011
8628,L,1347,45.8,43,No Failure,10.900000000000034
8630,H,1557,39.1,47,No Failure,11.0
8631,L,1371,57.4,52,No Failure,11.0
8633,L,1590,35.5,59,No Failure,11.0
8634,L,1336,53.7,61,No Failure,10.900000000000034
8635,L,1411,43.2,63,No Failure,11.0
8636,L,1704,27.3,65,No Failure,10.900000000000034
8638,L,1459,39.7,69,No Failure,11.0
8639,L,1572,35.9,71,No Failure,10.899999999999977
8640,L,1384,56.0,73,No Failure,10.899999999999977
8642,M,1360,48.6,77,No Failure,10.899999999999977
8643,M,1596,36.6,80,No Failure,10.899999999999977
8644,L,1448,54.3,83,No Failure,11.0
8647,L,1497,43.9,91,No Failure,11.100000000000023
8648,L,1530,38.5,93,No Failure,11.0
8651,H,1771,27.4,100,No Failure,10.900000000000034
8652,M,1564,35.0,105,No Failure,11.0
8654,M,1335,57.9,113,No Failure,10.900000000000034
8655,M,1441,46.8,116,No Failure,11.0
8656,L,1268,60.6,119,No Failure,11.0
8657,M,1697,27.4,121,No Failure,11.0
8659,L,1496,36.4,126,No Failure,11.100000000000023
8660,L,1375,55.6,128,No Failure,11.0
8661,L,1295,52.1,130,No Failure,11.100000000000023
8662,L,1643,33.8,132,No Failure,11.100000000000023
8663,L,1514,36.9,134,No Failure,11.100000000000023
8665,H,1355,58.9,138,No Failure,11.100000000000023
8666,L,1365,50.6,143,No Failure,11.099999999999966
8667,L,1407,42.5,145,No Failure,11.199999999999989
8671,L,1581,30.4,155,No Failure,11.399999999999977
8672,L,1530,37.8,157,No Failure,11.300000000000011
8673,L,1312,50.3,159,No Failure,11.300000000000011
8674,L,1494,42.6,161,No Failure,11.200000000000045
8675,M,1528,29.1,163,No Failure,11.200000000000045
8676,H,1688,29.4,166,No Failure,11.300000000000011
8677,M,1520,42.4,171,No Failure,11.199999999999989
8678,M,1664,28.9,174,No Failure,11.199999999999989
8679,L,1514,44.5,177,No Failure,11.199999999999989
8681,L,1494,39.6,181,No Failure,11.300000000000011
8682,L,1605,30.0,183,No Failure,11.199999999999989
8684,L,1447,47.9,188,No Failure,11.300000000000011
8686,H,1524,41.4,192,No Failure,11.300000000000011
8687,M,1611,31.6,197,No Failure,11.300000000000011
8688,M,1604,34.9,200,No Failure,11.300000000000011
8690,L,1543,39.6,205,No Failure,11.299999999999955
8691,L,1323,44.4,207,Tool Wear Failure,11.399999999999977
8695,L,1766,25.8,7,No Failure,11.300000000000011
8696,M,1498,44.4,9,No Failure,11.400000000000034
8698,L,1505,33.5,14,No Failure,11.300000000000011
8699,H,1438,46.2,16,No Failure,11.399999999999977
8701,M,1451,43.8,24,No Failure,11.399999999999977
8702,M,1466,38.4,27,No Failure,11.399999999999977
8703,L,1774,23.0,30,No Failure,11.400000000000034
8704,M,1284,51.3,32,No Failure,11.400000000000034
8705,L,1425,40.0,35,No Failure,11.399999999999977
8707,L,1335,53.0,39,No Failure,11.400000000000034
8712,L,1733,28.7,50,No Failure,11.399999999999977
8713,L,1652,32.1,52,No Failure,11.400000000000034
8720,L,1451,43.1,68,No Failure,11.600000000000023
8722,L,1669,30.7,72,No Failure,11.5
8723,L,1366,50.4,74,No Failure,11.400000000000034
8725,M,1513,39.0,78,No Failure,11.400000000000034
8726,M,1515,42.1,81,No Failure,11.399999999999977
8727,L,1562,33.0,84,No Failure,11.400000000000034
8728,L,1501,38.5,86,No Failure,11.5
8729,M,1398,38.1,88,No Failure,11.5
8730,L,1352,53.8,91,No Failure,11.399999999999977
8732,H,1486,46.6,98,No Failure,11.400000000000034
8733,L,1864,23.6,103,No Failure,11.400000000000034
8734,M,1447,44.5,105,No Failure,11.399999999999977
8735,L,1392,41.5,108,No Failure,11.400000000000034
8737,L,1491,40.2,112,No Failure,11.399999999999977
8738,L,1556,36.7,114,No Failure,11.399999999999977
8739,L,1531,36.7,116,No Failure,11.399999999999977
8740,H,1429,37.6,118,No Failure,11.300000000000011
8745,M,1798,23.0,135,No Failure,11.300000000000011
8746,L,1411,46.3,138,No Failure,11.200000000000045
8747,L,1528,44.5,140,No Failure,11.199999999999989
8749,L,1384,39.6,144,No Failure,11.199999999999989
8750,L,1677,26.4,146,No Failure,11.199999999999989
8752,M,1472,42.0,150,No Failure,11.100000000000023
8753,M,1465,55.9,153,No Failure,11.100000000000023
8754,M,1657,33.1,156,No Failure,11.200000000000045
8758,L,1587,34.9,166,No Failure,11.300000000000011
8759,M,1446,53.0,168,No Failure,11.199999999999989
8760,M,1352,53.0,171,No Failure,11.199999999999989
8761,M,1392,46.4,174,No Failure,11.300000000000011
8762,L,1417,49.8,177,No Failure,11.300000000000011
8763,H,1824,24.0,179,No Failure,11.300000000000011
8764,L,1603,36.7,184,No Failure,11.300000000000011
8767,L,1360,50.7,190,No Failure,11.300000000000011
8771,L,1680,32.8,200,No Failure,11.200000000000045
8775,M,1408,51.5,4,No Failure,11.099999999999966
8777,L,1352,52.6,12,No Failure,11.100000000000023
8778,H,1481,38.8,14,No Failure,11.100000000000023
8782,L,1552,42.3,27,No Failure,11.099999999999966
8783,L,1456,44.7,29,No Failure,11.199999999999989
8784,M,1254,45.8,31,No Failure,11.0
8785,L,1437,43.3,34,No Failure,11.100000000000023
8787,L,1306,50.7,38,No Failure,11.0
8788,M,1699,30.1,40,No Failure,11.0
8791,L,1410,43.9,47,No Failure,11.100000000000023
8792,M,1412,45.5,49,No Failure,11.100000000000023
8793,L,1418,51.2,52,No Failure,11.100000000000023
8794,L,1782,25.9,54,No Failure,11.100000000000023
8795,M,1497,36.4,56,No Failure,11.100000000000023
8796,L,1459,39.4,59,No Failure,11.099999999999966
8797,L,1796,23.8,61,No Failure,11.100000000000023
8799,L,1469,46.7,65,No Failure,11.099999999999966
8800,L,1472,41.3,67,No Failure,11.099999999999966
8801,L,1475,47.2,69,No Failure,11.100000000000023
8803,L,1524,43.1,73,No Failure,11.200000000000045
8804,L,1486,48.6,75,No Failure,11.100000000000023
8805,M,1255,60.7,77,No Failure,11.100000000000023
8807,L,1692,34.3,83,No Failure,11.100000000000023
8809,L,1446,48.1,88,No Failure,11.200000000000045
8813,M,1378,41.9,97,No Failure,11.199999999999989
8814,L,1693,29.5,100,No Failure,11.299999999999955
8815,L,1462,51.2,102,No Failure,11.199999999999989
8816,H,1435,55.0,104,No Failure,11.199999999999989
8817,M,1425,45.8,109,No Failure,11.300000000000011
8821,L,1551,40.0,125,No Failure,11.399999999999977
8822,H,1623,33.8,127,No Failure,11.300000000000011
8827,M,1485,47.9,143,No Failure,11.600000000000023
8828,L,1463,49.9,146,No Failure,11.5
8829,L,1587,35.8,148,No Failure,11.399999999999977
8830,M,1469,44.1,150,No Failure,11.5
8838,M,1540,38.5,176,No Failure,11.600000000000023
8839,L,1320,54.7,179,No Failure,11.5
8840,M,1376,39.0,181,No Failure,11.5
8841,M,1542,37.0,184,No Failure,11.399999999999977
8842,L,1506,39.3,187,No Failure,11.399999999999977
8845,H,1645,30.8,196,No Failure,11.5
8846,M,1348,59.1,201,No Failure,11.5
8848,L,1443,43.5,0,No Failure,11.399999999999977
8849,M,1436,44.8,2,No Failure,11.399999999999977
8851,L,1491,43.2,7,No Failure,11.399999999999977
8853,L,1575,39.9,12,No Failure,11.199999999999989
8854,L,1458,41.1,14,No Failure,11.199999999999989
8855,M,1433,41.8,16,No Failure,11.300000000000011
8858,L,1742,26.3,24,No Failure,11.199999999999989
8859,L,1506,33.5,26,No Failure,11.099999999999966
8860,L,1457,44.4,28,No Failure,11.200000000000045
8862,L,1619,34.7,33,No Failure,11.200000000000045
8863,M,1558,41.7,35,No Failure,11.199999999999989
8864,L,1731,28.7,38,No Failure,11.199999999999989
8865,M,1574,34.8,40,No Failure,11.100000000000023
8866,L,1290,49.8,43,No Failure,11.100000000000023
8870,L,1528,37.5,54,No Failure,11.100000000000023
8871,M,1338,49.6,56,No Failure,11.200000000000045
8872,M,1558,39.2,59,No Failure,11.200000000000045
8873,M,1614,38.1,62,No Failure,11.200000000000045
8875,L,1443,45.3,70,No Failure,11.199999999999989
8876,H,1332,51.0,72,No Failure,11.199999999999989
8877,M,1752,25.2,77,No Failure,11.199999999999989
8878,M,1460,45.8,80,No Failure,11.099999999999966
8879,L,1802,26.9,83,No Failure,11.099999999999966
8880,L,1527,39.5,85,No Failure,11.199999999999989
8881,L,1458,39.8,87,No Failure,11.199999999999989
8884,M,1529,38.1,96,No Failure,11.300000000000011
8885,L,1527,32.4,99,No Failure,11.199999999999989
8886,M,1438,42.9,101,No Failure,11.199999999999989
8887,L,1583,36.7,104,No Failure,11.100000000000023
8889,M,1530,39.1,108,No Failure,11.199999999999989
8890,M,2089,19.1,111,No Failure,11.100000000000023
8891,L,1616,34.2,114,No Failure,11.100000000000023
8894,L,1371,46.5,121,No Failure,11.199999999999989
8895,M,1546,38.0,123,No Failure,11.199999999999989
8896,H,1461,40.1,126,No Failure,11.200000000000045
8897,L,1638,31.9,131,No Failure,11.300000000000011
8898,M,1577,35.6,133,No Failure,11.399999999999977
8900,M,1710,27.7,138,No Failure,11.199999999999989
8901,M,1584,29.4,141,No Failure,11.300000000000011
8903,H,1522,46.3,146,No Failure,11.300000000000011
8905,L,1584,38.2,154,No Failure,11.300000000000011
8907,L,1592,34.4,158,No Failure,11.399999999999977
8909,L,1518,44.3,163,No Failure,11.300000000000011
8911,L,1550,37.0,167,No Failure,11.299999999999955
8913,L,1446,43.7,171,No Failure,11.300000000000011
8914,M,1487,46.9,173,No Failure,11.300000000000011
8915,M,1524,49.3,176,No Failure,11.199999999999989
8918,M,1529,37.9,183,No Failure,11.099999999999966
8919,L,1402,51.2,186,No Failure,11.099999999999966
8921,L,1496,45.8,190,No Failure,11.199999999999989
8922,L,1633,33.3,192,No Failure,11.0
8923,L,1399,42.6,194,No Failure,11.099999999999966
8924,M,1363,45.3,196,No Failure,11.100000000000023
8926,M,1405,42.5,204,No Failure,11.0
8927,M,1459,59.6,207,Power Failure,11.0
8928,M,1789,25.0,210,No Failure,11.0
8931,L,1571,39.4,0,No Failure,11.0
8932,L,1434,39.9,2,No Failure,11.0
8933,L,1474,43.6,4,No Failure,11.0
8935,L,1601,35.7,9,No Failure,10.899999999999977
